make,model,price,fuel,year,kms,power,doors,shift,is_professional,province,link
CITROEN,C3,13970,Gasolina,2018,43780,82,5,Manual,True,Valencia,https://www.coches.com/coches-segunda-mano/ocasion-citroen-c3-12-puretech-s_s-feel-83-en-valencia.htm?id=6857096
CITROEN,Jumpy,19970,Diesel,2019,161440,115,4,Manual,True,Valencia,https://www.coches.com/coches-segunda-mano/ocasion-citroen-jumpy-fg-bluehdi-talla-m-club-115-s_s-en-valencia.htm?id=6860150
PEUGEOT,308,17970,Diesel,2019,74994,130,5,Manual,True,Valencia,https://www.coches.com/coches-segunda-mano/ocasion-peugeot-308-15bluehdi-s_s-tech-edition-130-en-valencia.htm?id=6857092
FORD,S-Max,14490,Diesel,2018,180049,150,5,Manual,True,Unkown,https://www.coches.com/coches-segunda-mano/ocasion-ford-s-max-20tdci-trend-150-en-madrid.htm?id=6749115
FORD,Transit,9390,Diesel,2018,78614,95,4,Manual,True,Unkown,https://www.coches.com/coches-segunda-mano/ocasion-ford-transit+courier-van-15tdci-trend-95-en-madrid.htm?id=6749087
PEUGEOT,308,9690,Gasolina,2016,116890,130,5,Manual,True,Unkown,https://www.coches.com/coches-segunda-mano/ocasion-peugeot-308-sw-12-puretech-s_s-gt-line-130-en-madrid.htm?id=6843403
PEUGEOT,Boxer,16490,Diesel,2015,135843,130,4,Manual,True,Unkown,https://www.coches.com/coches-segunda-mano/ocasion-peugeot-boxer-furgon-22hdi-330-l1h1-130-en-madrid.htm?id=6806665
NISSAN,Qashqai,16390,Diesel,2017,70524,110,5,Manual,True,Unkown,https://www.coches.com/coches-segunda-mano/ocasion-nissan-qashqai-15dci-n-connecta-4x2-en-madrid.htm?id=6800302
MITSUBISHI,Space,8990,Gasolina,2018,6072,80,5,Manual,True,Unkown,https://www.coches.com/coches-segunda-mano/ocasion-mitsubishi-space+star-120-mpi-kaiteki-en-madrid.htm?id=6787340
PEUGEOT,308,11590,Diesel,2018,126143,130,5,Manual,True,Unkown,https://www.coches.com/coches-segunda-mano/ocasion-peugeot-308-15bluehdi-s_s-business-line-130-en-madrid.htm?id=6869020
PEUGEOT,3008,20790,Diesel,2019,56836,130,5,Manual,True,Unkown,https://www.coches.com/coches-segunda-mano/ocasion-peugeot-3008-15bluehdi-gt-line-s_s-130-en-madrid.htm?id=6854996
PEUGEOT,2008,19590,Diesel,2020,20456,100,5,Manual,True,Unkown,https://www.coches.com/coches-segunda-mano/ocasion-peugeot-2008-15-bluehdi-s_s-allure-100-en-madrid.htm?id=6854960
VOLKSWAGEN,Golf,11690,Diesel,2016,170375,110,5,Manual,True,Unkown,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-golf-16tdi-cr-bmt-advance-110-en-madrid.htm?id=6848455
NISSAN,X-Trail,18090,Diesel,2016,96154,130,5,Automática,True,Unkown,https://www.coches.com/coches-segunda-mano/ocasion-nissan-x-trail-16-dci-tekna-4x2-xtronic-en-madrid.htm?id=6848343
PEUGEOT,508,25990,Híbrido,2020,29747,224,5,Automática,True,Unkown,https://www.coches.com/coches-segunda-mano/ocasion-peugeot-508-sw-hybrid-225-gt-line-e-eat8-en-madrid.htm?id=6889932
OPEL,Corsa,7890,Diesel,2017,102159,75,5,Manual,True,Unkown,https://www.coches.com/coches-segunda-mano/ocasion-opel-corsa-13cdti-business75-en-madrid.htm?id=6889934
RENAULT,Kadjar,15090,Diesel,2018,100654,110,5,Automática,True,Unkown,https://www.coches.com/coches-segunda-mano/ocasion-renault-kadjar-15dci-energy-business-edc-81kw-en-madrid.htm?id=6889928
KIA,Venga,8790,Gasolina,2014,74961,90,5,Manual,True,Madrid,https://www.coches.com/coches-segunda-mano/ocasion-kia-venga-14-cvvt-basic-en-madrid.htm?id=6881282
VOLKSWAGEN,Crafter,25190,Diesel,2019,129293,140,4,Manual,True,Unkown,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-crafter-ch-dcb-20tdi-scr-35-bm-l3-103kw-en-madrid.htm?id=6764479
PEUGEOT,407,5000,Gasolina,2006,123000,163,4,Manual,True,Vizcaya,https://www.coches.com/coches-segunda-mano/ocasion-peugeot-407-22-st-sport-en-vizcaya.htm?id=6918107
MERCEDES,Clase Gla,33900,Diesel,2019,22500,170,5,Automática,True,Madrid,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+gla-gla-220d-4matic-7g-dct-170-en-madrid.htm?id=6859278
BMW,Serie 1,19900,Gasolina,2019,36971,136,5,Manual,True,Madrid,https://www.coches.com/coches-segunda-mano/ocasion-bmw-serie+1-118i-en-madrid.htm?id=6859134
VOLKSWAGEN,Polo,16900,Gasolina,2021,19611,95,5,Manual,True,Madrid,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-polo-10-tsi-advance-70kw-en-madrid.htm?id=6859016
VOLKSWAGEN,Passat,25900,Gasolina,2018,82440,180,4,Automática,True,Madrid,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-passat-18-tsi-sport-dsg-en-madrid.htm?id=6858618
VOLKSWAGEN,Polo,16900,Gasolina,2021,19900,95,5,Manual,True,Madrid,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-polo-10-tsi-advance-70kw-en-madrid.htm?id=6858340
HONDA,Hr-V,18900,Gasolina,2015,45600,130,5,Automática,True,Madrid,https://www.coches.com/coches-segunda-mano/ocasion-honda-hr-v-15-i-vtec-executive-cvt-en-madrid.htm?id=6872958
BMW,Serie 1,27890,Diesel,2019,16703,116,5,Manual,True,Madrid,https://www.coches.com/coches-segunda-mano/ocasion-bmw-serie+1-116d-en-madrid.htm?id=6866666
FORD,Mustang,42890,Gasolina,2018,20000,418,2,Automática,True,Madrid,https://www.coches.com/coches-segunda-mano/ocasion-ford-mustang-fastback-50-ti-vct-gt-aut-en-madrid.htm?id=6866100
NISSAN,Leaf,13500,Eléctrico,2017,40165,109,5,Automática,True,Madrid,https://www.coches.com/coches-segunda-mano/ocasion-nissan-leaf-tekna-30kwh-en-madrid.htm?id=6859298
HYUNDAI,Ioniq,18490,Híbrido,2018,55747,141,5,Automática,True,Madrid,https://www.coches.com/coches-segunda-mano/ocasion-hyundai-ioniq-hev-16-gdi-tecno-en-madrid.htm?id=6859302
FORD,Mustang,64900,Eléctrico,2021,2200,351,5,Automática,True,Madrid,https://www.coches.com/km0/seminuevo-ford-mustang+mach-e-awd-rango-extendido-en-madrid.htm?id=6875348
OPEL,Astra,17500,Gasolina,2019,19500,125,5,Manual,True,Madrid,https://www.coches.com/coches-segunda-mano/ocasion-opel-astra-14t-dynamic-125-en-madrid.htm?id=6875264
BMW,Serie 1,30900,Diesel,2021,32112,150,5,Automática,True,Madrid,https://www.coches.com/coches-segunda-mano/ocasion-bmw-serie+1-118da-en-madrid.htm?id=6875190
VOLKSWAGEN,Tiguan,28900,Diesel,2017,101694,190,5,Automática,True,Madrid,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-tiguan-20tdi-sport-4motion-dsg-140kw-en-madrid.htm?id=6870412
TOYOTA,Rav-4,23990,Híbrido,2018,72336,197,5,Automática,True,Madrid,https://www.coches.com/coches-segunda-mano/ocasion-toyota-rav-4-25-hybrid-2wd-advance-en-madrid.htm?id=6865280
HONDA,Crx,5990,Gasolina,1995,200000,160,2,Manual,True,Madrid,https://www.coches.com/coches-segunda-mano/ocasion-honda-crx-16i-16-vti-vtec-en-madrid.htm?id=6861056
SEAT,León,19900,Gasolina,2021,9452,90,5,Manual,True,Madrid,https://www.coches.com/km0/seminuevo-seat-leon-10-ecotsi-s_s-reference-90-en-madrid.htm?id=6855306
OPEL,Astra,9950,Diesel,2014,76000,110,5,Manual,True,Barcelona,https://www.coches.com/coches-segunda-mano/ocasion-opel-astra-17cdti-ss-selective-en-barcelona.htm?id=6820255
SEAT,León,6950,Diesel,2010,147000,90,5,Manual,True,Barcelona,https://www.coches.com/coches-segunda-mano/ocasion-seat-leon-19tdi-emocion-en-barcelona.htm?id=6820181
JEEP,Wrangler,65750,Híbrido,2022,150000,380,5,Automática,True,Madrid,https://www.coches.com/km0/seminuevo-jeep-wrangler-unlimited-20-4xe-sahara-8atx-en-madrid.htm?id=6843697
VOLKSWAGEN,Beetle,21990,Gasolina,2016,72000,150,2,Manual,True,Madrid,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-beetle-cabrio-14-tsi-design-110kw-en-madrid.htm?id=6846243
JEEP,Compass,24900,Diesel,2021,150000,130,5,Manual,True,Madrid,https://www.coches.com/km0/seminuevo-jeep-compass-16-mjt-longitude-fwd-en-madrid.htm?id=6853389
PEUGEOT,3008,11590,Diesel,2015,162000,150,5,Manual,True,Madrid,https://www.coches.com/coches-segunda-mano/ocasion-peugeot-3008-20-bluehdi-allure-150-en-madrid.htm?id=6828895
RENAULT,Mégane,6500,Gasolina,2007,100000,110,2,Manual,True,Barcelona,https://www.coches.com/coches-segunda-mano/ocasion-renault-megane-cc-16-extreme-en-barcelona.htm?id=6833573
FIAT,500,10990,Gasolina,2018,86000,69,3,Manual,True,Madrid,https://www.coches.com/coches-segunda-mano/ocasion-fiat-500-12-mirror-en-madrid.htm?id=6828909
BMW,X6,46900,Diesel,2019,180000,258,5,Automática,True,Madrid,https://www.coches.com/coches-segunda-mano/ocasion-bmw-x6-xdrive-30da-en-madrid.htm?id=6839857
TOYOTA,Yaris,11990,Gasolina,2018,50760,111,5,Manual,True,Valencia,https://www.coches.com/coches-segunda-mano/ocasion-toyota-yaris-15-active-en-valencia.htm?id=6839363
BMW,X5,35900,Diesel,2018,90000,231,5,Automática,True,Madrid,https://www.coches.com/coches-segunda-mano/ocasion-bmw-x5-sdrive-25da-en-madrid.htm?id=6828923
RENAULT,Mégane,12990,Diesel,2017,64610,90,5,Manual,True,Valencia,https://www.coches.com/coches-segunda-mano/ocasion-renault-megane-15dci-energy-life-66kw-en-valencia.htm?id=6839361
SKODA,Karoq,28555,Gasolina,2022,0,150,5,Automática,True,Madrid,https://www.coches.com/km0/seminuevo-skoda-karoq-15-tsi-ambition-act-dsg-en-madrid.htm?id=6822179
FORD,Edge,24490,Diesel,2016,84000,180,5,Manual,True,Vizcaya,https://www.coches.com/coches-segunda-mano/ocasion-ford-edge-20tdci-titanium-4x4-180-en-vizcaya.htm?id=6801776
NISSAN,Micra,14500,Gasolina,2020,13700,100,5,Manual,True,Valencia,https://www.coches.com/coches-segunda-mano/ocasion-nissan-micra-ig-t-acenta-100-en-valencia.htm?id=6737343
HYUNDAI,Kona,17200,Gasolina,2021,8200,120,5,Manual,True,Madrid,https://www.coches.com/km0/seminuevo-hyundai-kona-10-tgdi-klass-4x2-en-madrid.htm?id=6758689
SEAT,Ateca,27500,Diesel,2022,1800,116,5,Manual,True,Asturias,https://www.coches.com/km0/seminuevo-seat-ateca-20tdi-cr-s_s-style-116-en-asturias.htm?id=6672440
KIA,Rio,13200,Gasolina,2019,25700,84,5,Manual,True,Madrid,https://www.coches.com/coches-segunda-mano/ocasion-kia-rio-12-cvvt-eco-dynamics-drive-en-madrid.htm?id=6773364
FIAT,500,22600,Eléctrico,2022,350000,95,3,Automática,True,Madrid,https://www.coches.com/km0/seminuevo-fiat-500-e-70kw-action-en-madrid.htm?id=6754605
VOLKSWAGEN,Tiguan,29900,Gasolina,2020,29500,150,5,Automática,True,Malaga,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-tiguan-15-tsi-advance-dsg-110kw-en-malaga.htm?id=6736983
AUDI,A3,20810,Diesel,2017,98532,150,4,Automática,True,Malaga,https://www.coches.com/coches-segunda-mano/ocasion-audi-a3-sedan-20tdi-design-edition-s-t-110kw-en-malaga.htm?id=6732286
MERCEDES,Clase Glc,47500,Diesel,2019,20000,204,5,Automática,True,Sevilla,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+glc-glc-coupe-250d-4matic-aut-en-sevilla.htm?id=6765085
HYUNDAI,I10,12400,Gasolina,2021,20800,66,5,Manual,True,Madrid,https://www.coches.com/coches-segunda-mano/ocasion-hyundai-i10-10-mpi-klass-en-madrid.htm?id=6749791
FORD,Ecosport,14900,Gasolina,2020,24446,125,5,Manual,True,Barcelona,https://www.coches.com/coches-segunda-mano/ocasion-ford-ecosport-10-ecoboost-st-line-125-en-barcelona.htm?id=6564425
PEUGEOT,3008,21600,Diesel,2018,74988,120,5,Automática,True,Valencia,https://www.coches.com/coches-segunda-mano/ocasion-peugeot-3008-16bluehdi-allure-s_s-eat6-120-en-valencia.htm?id=6724518
VOLKSWAGEN,Golf,28500,Gasolina,2016,97070,265,5,Automática,True,Barcelona,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-golf-20-tsi-gti-clubsport-dsg-265-en-barcelona.htm?id=6721070
